frame,tempo_segundos,angulo_joelho_direito
187,6.233333333333333,161.86872365291768
188,6.266666666666667,159.1307087664086
189,6.3,155.73947021739917
190,6.333333333333333,153.3258447316936
191,6.366666666666666,151.36412158134092
192,6.4,148.38829999949277
193,6.433333333333334,145.12058946054677
194,6.466666666666667,142.1140636569141
195,6.5,138.8244706881378
196,6.533333333333333,135.56916131800892
197,6.566666666666666,130.2795848236675
198,6.6,125.30879518801532
199,6.633333333333334,117.59503925017445
200,6.666666666666667,111.5631914830211
201,6.7,105.82412344982205
202,6.733333333333333,101.50518508094119
203,6.766666666666667,98.68017824947196
204,6.8,96.70016948864313
205,6.833333333333333,94.47192931893152
206,6.866666666666666,92.21305235763796
207,6.9,88.42341049261579
208,6.933333333333334,87.61042577474144
209,6.966666666666667,85.17581463444206
210,7.0,83.13483865673317
211,7.033333333333333,81.29528189274131
212,7.066666666666666,80.9725270928315
213,7.1,80.02673200678936
214,7.133333333333334,80.0866960753719
215,7.166666666666667,79.20345015930928
216,7.2,79.44236067467534
217,7.233333333333333,79.34408777794327
218,7.266666666666667,79.23758258923581
219,7.3,79.12677943558893
220,7.333333333333333,78.96595515628714
221,7.366666666666666,78.91519152663733
222,7.4,79.00417588938677
223,7.433333333333334,79.09649560235687
224,7.466666666666667,79.2985006857126
225,7.5,80.16466840201271
226,7.533333333333333,81.26027604308835
227,7.566666666666666,82.85519830736571
228,7.6,85.07973939673873
229,7.633333333333334,87.22749189065163
230,7.666666666666667,90.13691746864876
231,7.7,92.84406323378296
232,7.733333333333333,95.59260008195555
233,7.766666666666667,99.15548988265917
234,7.8,102.7414070909029
235,7.833333333333333,106.55365962845354
236,7.866666666666666,109.78647670959833
237,7.9,112.45620210848148
238,7.933333333333334,115.56732172607934
239,7.966666666666667,119.91417571316103
240,8.0,125.77088965877832
241,8.033333333333333,130.81680849475532
242,8.066666666666666,135.21028835510776
243,8.1,139.6056460658604
244,8.133333333333333,142.3578218053578
245,8.166666666666666,146.9844291033072
246,8.2,151.33384688962042
247,8.233333333333333,155.02211517539308
248,8.266666666666667,159.04614685601612
249,8.3,163.77422489566283
250,8.333333333333334,168.488160088673
251,8.366666666666667,170.7878224034747
252,8.4,170.76119341006927
253,8.433333333333334,172.35349456327964
254,8.466666666666667,172.33005345556003
255,8.5,173.59691624267055
256,8.533333333333333,175.04887171530476
257,8.566666666666666,176.12232194932264
258,8.6,176.69647883334616
259,8.633333333333333,176.8821147800454
260,8.666666666666666,177.32892193637414
261,8.7,176.93916440876146
262,8.733333333333333,177.15383783525795
263,8.766666666666667,177.14685429071255
264,8.8,176.47461806796665
265,8.833333333333334,176.22654660262984
266,8.866666666666667,176.09474147341058
267,8.9,176.0182039043338
268,8.933333333333334,175.98268815449626
269,8.966666666666667,175.72810396253945
270,9.0,175.451030295536
271,9.033333333333333,175.41982583482994
272,9.066666666666666,175.30128899645
273,9.1,175.25130937081948
274,9.133333333333333,175.26346542276465
275,9.166666666666666,175.17121607783952
276,9.2,175.42495412424591
277,9.233333333333333,175.46110102888173
278,9.266666666666667,175.64731690787704
279,9.3,175.25173998113715
280,9.333333333333334,175.18025480244896
